organisations_id,people_id
te-wananga-o-aotearoa,hon-te-ururoa-flavell
te-wananga-o-aotearoa,vanessa-eparaima
te-wananga-o-raukawa,mereana-selby
te-wananga-o-raukawa,robin-hapi
te-whare-wananga-o-awanuiarangi,justice-layne-harvey
te-whare-wananga-o-awanuiarangi,wiremu-doherty
teaching-council-of-aotearoa-new-zealand,hon-erica-stanford
teaching-council-of-aotearoa-new-zealand,robyn-baker
teaching-council-of-aotearoa-new-zealand,lesley-hoskin
telarc-limited,brian-young
telarc-limited,david-bone
television-new-zealand-limited,hon-paul-goldsmith
television-new-zealand-limited,hon-jenny-marcroft
television-new-zealand-limited,jodi-o-donnell
television-new-zealand-limited,alastair-carruthers
telford-rural-polytechnic,charley-lamb
tertiary-education-commission,hon-erica-stanford
tertiary-education-commission,hon-penny-simmonds
tertiary-education-commission,tim-fowler
tertiary-education-commission,jenn-bestwick
thames-coromandel-district-council,aileen-lawrie
thames-coromandel-district-council,len-salt
the-office-for-maori-crown-relations-te-arawhiti,hon-paul-goldsmith
the-office-for-maori-crown-relations-te-arawhiti,hon-tama-potaka
the-office-for-maori-crown-relations-te-arawhiti,lil-anderson
the-treasury,hon-nicola-willis
the-treasury,hon-chris-bishop
the-treasury,hon-simon-watts
the-treasury,hon-david-seymour
the-treasury,rt-hon-winston-peters
the-treasury,hon-shane-jones
the-treasury,dr-caralee-mcliesh
timaru-district-council,bede-carran
timaru-district-council,nigel-bowen
toi-ohomai-institute-of-technology,dr-leon-de-wet-fourie
toi-ohomai-institute-of-technology,catherine-cooney
transport-accident-investigation-commission,hon-chris-bishop
transport-accident-investigation-commission,james-meager
transport-accident-investigation-commission,martin-sawyers
transport-accident-investigation-commission,david-clarke
transpower-new-zealand-limited,hon-simeon-brown
transpower-new-zealand-limited,sir-john-clarke
transpower-new-zealand-limited,dr-keith-turner
tupu-tonu-ngapuhi-investment-fund,hon-nicola-willis
tupu-tonu-ngapuhi-investment-fund,hon-paul-goldsmith
tupu-tonu-ngapuhi-investment-fund,sir-brian-roche
unitec-institute-of-technology,murray-strong
unitec-institute-of-technology,merran-davis
universal-college-of-learning,ben-vanderkolk
universal-college-of-learning,dr-amanda-lynn
universities-nz,prof-jan-thomas
universities-nz,cheryl-de-la-rey
universities-nz,chris-whelan
universities-nz,dr-bronwen-kelly
university-of-auckland,professor-dawn-freshwater
university-of-auckland,cecilia-tarrant
university-of-canterbury,cheryl-de-la-rey
university-of-canterbury,susan-mccormack
university-of-otago,professor-david-murdoch
university-of-otago,stephen-higgs
university-of-waikato,rt-hon-sir-anand-satyanand
university-of-waikato,professor-neil-quigley
upper-hutt-city-council,wayne-guppy
upper-hutt-city-council,peter-kelly
valuers-registration-board,neill-sullivan
veterans-affairs-new-zealand,hon-chris-penk
victoria-university-of-wellington,prof-grant-guilford
victoria-university-of-wellington,neil-paviour-smith
waikato-district-council,jacqui-church
waikato-district-council,gavin-ion
waikato-institute-of-technology,barry-harris
waikato-institute-of-technology,dave-christiansen
waikato-regional-council,chris-mclay
waikato-regional-council,barry-quayle
waimakariri-district-council,jeff-millward
waimakariri-district-council,dan-gordon
waimate-district-council,stuart-duncan
waimate-district-council,craig-rowley
waipa-district-council,susan-oregan
waipa-district-council,garry-dyet
wairoa-district-council,kitea-tipuna
wairoa-district-council,craig-little
waitaki-district-council,alex-parmley
waitaki-district-council,gary-kircher
waitomo-district-council,ben-smit
waitomo-district-council,john-robertson
wellington-city-council,tory-whanau
wellington-city-council,barbara-mckerrow
wellington-fish-and-game-council,hon-tama-potaka
wellington-fish-and-game-council,phil-teal
wellington-fish-and-game-council,paul-dewar
weltec,chris-gosling
weltec,dr-neil-barns
west-coast-fish-and-game-council,hon-tama-potaka
west-coast-fish-and-game-council,dean-kelly
west-coast-fish-and-game-council,andy-harris
west-coast-regional-council,heather-mabin
west-coast-regional-council,allan-birchfield
western-bay-of-plenty-district-council,james-denyer
western-bay-of-plenty-district-council,john-holyoake
western-institute-of-technology-at-taranaki,john-snook
western-institute-of-technology-at-taranaki,robin-brockie
westland-district-council,helen-lash
westland-district-council,simon-bastion
whaikaha-ministry-of-disabled-people,hon-louise-upston
whaikaha-ministry-of-disabled-people,paula-tesoriero
whakatane-district-council,victor-luca
whakatane-district-council,steph-o-sullivan
whanganui-district-council,andrew-tripe
whanganui-district-council,david-langford
whangarei-district-council,vince-cocurullo
whangarei-district-council,simon-weston
whitireia-community-polytechnic,chris-gosling
whitireia-community-polytechnic,dr-neil-barns
worksafe-new-zealand,hon-brooke-van-velden
worksafe-new-zealand,steve-haszard
worksafe-new-zealand,jennifer-kerr
