id,name,name_secondary,freephone,phone,email,website,contact_page,last_modified,address_physical_extended,address_physical_street,address_physical_locality,address_physical_postcode,address_physical_country,address_postal_extended,address_postal_street,address_postal_locality,address_postal_postcode,address_postal_country,sector,parent_id
game-animal-council,Game Animal Council,,,021688531,info@nzgac.org.nz,https://nzgameanimalcouncil.org.nz/,https://nzgameanimalcouncil.org.nz/contact-us/,2023-11-13,,,,,,,PO Box 222,Te Puke,3153,,Public Finance Act Schedule 4 organisations,
genesis-energy-limited,Genesis Energy Limited,,0800437636,+6495802094,info@genesisenergy.co.nz,https://www.genesisenergy.co.nz/,https://www.genesisenergy.co.nz/contact-us,2020-04-15,,"Level 6, 155 Fanshawe Street",Auckland,1010,New Zealand,,PO Box 90477,Auckland,1142,New Zealand,Mixed ownership model companies,
gisborne-district-council,Gisborne District Council,,0800653800,+6468672049,service@gdc.govt.nz,http://www.gdc.govt.nz/,https://www.gdc.govt.nz/council/contact-us,2021-10-20,,15 Fitzherbert Street,Gisborne,4010,New Zealand,,PO Box 747,Gisborne,4010,New Zealand,District Council,
gns-science,GNS Science,Te Pū Ao,,+6445701444,webmaster@gns.cri.nz,http://www.gns.cri.nz,http://www.gns.cri.nz/Home/Contact-Us,2020-07-29,,1 Fairway Drive,Lower Hutt,5010,,,PO Box 30-368,Lower Hutt,5040,New Zealand,Crown Research Institutes,
gore-district-council,Gore District Council,,0800467332,+6432090330,info@goredc.govt.nz,http://www.goredc.govt.nz/,https://www.goredc.govt.nz/council/contact-us,2021-10-20,,29 Civic Avenue,Gore,9710,New Zealand,,PO Box 8,Gore,9740,New Zealand,District Council,
government-communications-security-bureau,Government Communications Security Bureau,Te Tira Tiaki,,+6444726881,info@gcsb.govt.nz,http://www.gcsb.govt.nz/,http://www.gcsb.govt.nz/contact/,2020-07-29,,1-15 Pipitea Street,Wellington,6144,New Zealand,,PO Box 12209,Wellington,6144,New Zealand,Public Service,
government-superannuation-appeals-board,Government Superannuation Appeals Board,,,+6444996999,enquiries@gsfa.govt.nz,http://www.gsfa.govt.nz/,http://www.gsfa.govt.nz/about-us/contact-us/,2018-04-05,,95 Customhouse Quay,Wellington,6011,,,Government Superannuation Fund Authority  PO Box 3390,Wellington,6140,,,the-treasury
government-superannuation-fund-authority,Government Superannuation Fund Authority (GSFNZ),,,+6444996999,enquiries@gsfa.govt.nz,http://www.gsfa.govt.nz/,http://www.gsfa.govt.nz/content/dbf1acd4-5bcb-4335-babb-887743b0d843.html,2020-07-29,,95 Customhouse Quay,Wellington,6011,New Zealand,,PO Box 3390,Wellington,6140,New Zealand,Autonomous crown entities,
governor-general,Governor-General,Te Kāwana Tianara o Aotearoa,,+6443898055,,http://gg.govt.nz/,http://gg.govt.nz/contact,2021-12-09,,Rugby St,Wellington,,,,,,,,Public Sector,
greater-wellington-regional-council,Greater Wellington Regional Council,,0800496734,+6443845708,info@gw.govt.nz,http://www.gw.govt.nz/,http://www.gw.govt.nz/contact-us,2024-07-12,,100 Cuba Street,Wellington,6011,New Zealand,,PO Box 11646,Wellington,6011,New Zealand,Regional Council,
grey-district-council,Grey District Council,Māwhera,,+6437698600,info@greydc.govt.nz,http://www.greydc.govt.nz,https://www.greydc.govt.nz/04your-council/council-contacts,2021-10-20,,105 Tainui Street,Greymouth,7805,New Zealand,,PO Box 382,Greymouth,7840,New Zealand,District Council,
guardians-of-new-zealand-superannuation,Guardians of New Zealand Superannuation,,,+6493006980,enquiries@nzsuperfund.co.nz,https://www.nzsuperfund.nz/,https://www.nzsuperfund.nz/contact-us/,2024-04-23,,21 Queen Street,Auckland,1010,New Zealand,,PO Box 106607,Auckland,1143,New Zealand,Autonomous crown entities,
hamilton-city-council,Hamilton City Council,Te kaunihera o Kirikiriroa,,+6478386699,info@hcc.govt.nz,http://www.hamilton.govt.nz/,http://www.hamilton.govt.nz/Pages/contact-us.aspx,2020-06-12,,Garden Place,Hamilton,,New Zealand,,Private Bag 3010,Hamilton,3240,New Zealand,City Council,
hastings-district-council,Hastings District Council,,,+6468715000,customerservice@hdc.govt.nz,http://www.hastingsdc.govt.nz/,http://www.hastingsdc.govt.nz/contact-us,2020-06-12,,207 Lyndon Road East,Hastings,,New Zealand,,Private Bag 9002,Hastings,4156,New Zealand,District Council,
hauraki-district-council,Hauraki District Council,,0800734834,+6478628609,info@hauraki-dc.govt.nz,http://www.hauraki-dc.govt.nz/,http://www.hauraki-dc.govt.nz/contact-us,2020-06-12,,1 William Street,Paeroa,3600,New Zealand,,PO Box 17,Paeroa,3640,New Zealand,District Council,
hawkes-bay-fish-and-game-council,Hawke’s Bay Fish and Game Council,,0800242342,+6468442460,hawkesbay@fishandgame.org.nz,https://fishandgame.org.nz/hawkesbay/,https://fishandgame.org.nz/hawkesbay/,2020-11-12,,22 Burness Road,Napier,4112,New Zealand,,PO Box 7345,Napier,4141,New Zealand,Regional,new-zealand-fish-and-game-council
hawkes-bay-regional-council,Hawke’s Bay Regional Council,,,+6468359200,info@hbrc.govt.nz,http://www.hbrc.govt.nz/,https://www.hbrc.govt.nz/contact-us/,2022-10-17,,159 Dalton Street,Napier,4110,New Zealand,,Private Bag 6006,Napier,4142,New Zealand,Regional Council,
health-and-disability-commissioner,Health and Disability Commissioner,Te Toihau Hauora Hauātanga,0800112233,+6493731060,hdc@hdc.org.nz,http://www.hdc.org.nz/,http://www.hdc.org.nz/contact/,2020-07-29,,45 Queen Street,Auckland,1010,New Zealand,,PO Box 1791,Auckland,1140,New Zealand,Independent Crown entities,
health-nz-te-whatu-ora,Health New Zealand,Te Whatu Ora,0800855066,,customerservice@health.govt.nz,https://www.tewhatuora.govt.nz/,https://www.tewhatuora.govt.nz/about-us/contact-us/,2024-08-12,,42-52 Willis Street,Wellington,6011,,,PO Box 793,Wellington,6140,,Public Sector,
health-quality-and-safety-commission-new-zealand,Health Quality and Safety Commission,Kupu Taurangi Hauora o Aotearoa,,+6449016040,info@hqsc.govt.nz,http://www.hqsc.govt.nz/,http://www.hqsc.govt.nz/section/12383/contact-us/?section=12383&tab=2349,2020-08-12,,17-21 Whitmore Street,Wellington,6011,New Zealand,,PO Box 25496,Wellington,6146,New Zealand,Crown agents,
health-research-council-of-new-zealand,Health Research Council of New Zealand,Te Kaunihera Rangahau Hauora o Aotearoa,,+6493035200,info@hrc.govt.nz,http://www.hrc.govt.nz/,http://www.hrc.govt.nz/contact-us,2020-07-29,,110 Symonds Street,Auckland,1010,New Zealand,,PO Box 5541  Victoria Street West,Auckland,1142,New Zealand,Crown agents,
healthline,Healthline,,0800611116,,,http://www.healthline.govt.nz,,2016-10-31,,,,,,,,,,,,whakarongorau-aotearoa
heartland-services,Heartland Services,,,,rural_community_hubs@msd.govt.nz,http://www.heartlandservices.govt.nz/,http://www.heartlandservices.govt.nz/tools/contact-us.html,2024-09-04,,56 The Terrace,Wellington,6011,New Zealand,,PO Box 1556,Wellington,,New Zealand,Public Service,
herengaanuku,Herenga ā Nuku Aotearoa,Outdoor Access Commission,,+6448158502,info@herengaanuku.govt.nz,https://www.herengaanuku.govt.nz/,https://www.herengaanuku.govt.nz/about-us/contact-us/,2020-07-30,,100 Willis Street,Wellington,,New Zealand,,PO Box 11181,Wellington,6142,New Zealand,Crown agents,
heritage-nz,Heritage New Zealand Pouhere Taonga,Pouhere Taonga,,+6444724341,information@heritage.org.nz,http://www.heritage.org.nz,http://www.heritage.org.nz/contact-us,2020-08-12,,63 Boulcott Street,Wellington,6011,New Zealand,,PO Box 2629,Wellington,6140,New Zealand,Autonomous crown entities,
high-court,High Court,,,,,http://www.justice.govt.nz/courts/high-court,http://www.justice.govt.nz/contact-us/find-us/,2020-06-15,,,,,,,,,,,Public Service,
high-performance-sport-nz,High Performance Sport NZ (HPSNZ),HPSNZ,,094775420,info@hpsnz.org.nz,https://hpsnz.org.nz,https://hpsnz.org.nz/contact/,2021-10-28,,17 Antares Place,Auckland,0632,,,PO Box 302 563,Auckland,0751,,Crown entity subsidiaries,
horizons-regional-council,Horizons Regional Council,,0508800800,+6469522800,help@horizons.govt.nz,http://www.horizons.govt.nz/,http://www.horizons.govt.nz/about-us/who-what-where/contact-us/,2022-10-17,,11-15 Victoria Avenue,Palmerston North,,New Zealand,,Private Bag 11025,Palmerston North,4442,New Zealand,Regional Council,
horowhenua-district-council,Horowhenua District Council,,05089494949,+6463660999,enquiries@horowhenua.govt.nz,http://www.horowhenua.govt.nz/,http://www.horowhenua.govt.nz/Contact-Us,2022-10-12,,126-148 Oxford Street,Levin,,New Zealand,,Private Bag 4002,Levin,5540,New Zealand,District Council,
housing-new-zealand-corporation,Kāinga Ora – Homes and Communities,,0800801601,+6444393253,,https://kaingaora.govt.nz/,https://kaingaora.govt.nz/contact-us/,2021-04-09,,80 Boulcott Street,Wellington,6011,New Zealand,,PO Box 2628,Wellington,6140,New Zealand,Crown agents,
human-rights-commission,Human Rights Commission,Te Kāhui Tika Tangata,0800496877,,infoline@hrc.co.nz,http://www.hrc.co.nz/,http://www.hrc.co.nz/contact/,2022-07-26,,10 Brandon Street,Wellington,6011,New Zealand,,PO Box 10424,Wellington,6140,New Zealand,Independent Crown entities,
human-rights-review-tribunal,Human Rights Review Tribunal,,,+6444626660,hrrt@justice.govt.nz,https://www.justice.govt.nz/tribunals/human-rights/,https://www.justice.govt.nz/tribunals/human-rights/contact/,2020-06-12,,86 Customhouse Quay,Wellington,6011,,,Human Rights Review Tribunal  Tribunals Unit  Private Bag 32001,Wellington,6146,,,ministry-of-justice
hurunui-district-council,Hurunui District Council,,,+6433148816,info@hurunui.govt.nz,http://www.hurunui.govt.nz/,https://www.hurunui.govt.nz/council/contact,2022-10-12,,66 Carters Road (SH1),Amberley,7410,New Zealand,,PO Box 13,North Canterbury,7441,New Zealand,District Council,
hutt-city-council,Hutt City Council,Te Awa Kairangi,0800488824,+6445706666,Contact@huttcity.govt.nz,http://www.huttcity.govt.nz/,https://www.huttcity.govt.nz/council/contact-us,2022-10-12,,30  Laings Road,Lower Hutt,5010,New Zealand,,Private Bag 31-912,Lower Hutt,5040,New Zealand,City Council,
immigration-advisers-authority,Immigration Advisers Authority,,0508422422,+6499253838,info@iaa.govt.nz,http://www.iaa.govt.nz/,http://www.iaa.govt.nz/about/contact/index.asp,2021-08-27,,167b Victoria Street,Auckland,1010,New Zealand,,PO Box 6222  Victoria Street West,Auckland,1142,New Zealand,Statutory entities,ministry-of-business-innovation-and-employment
immigration-and-protection-tribunal,Immigration and Protection Tribunal,,,+6499144299,IPT@justice.govt.nz,http://www.justice.govt.nz/tribunals/immigration/immigration-and-protection/,http://www.justice.govt.nz/tribunals/immigration/immigration-and-protection/contact/,2016-10-31,,41 Federal Street,Auckland,1010,New Zealand,,DX EX 11086,Auckland,1010,New Zealand,Public Service,
immigration-new-zealand,Immigration New Zealand,,0508558855,+6499144100,,http://www.immigration.govt.nz,http://www.immigration.govt.nz/migrant/general/aboutnzis/contactus/,2021-04-09,,15 Stout Street,Wellington,6011,New Zealand,,PO Box 1473,Wellington,6140,New Zealand,Public Service,ministry-of-business-innovation-and-employment
independent-police-conduct-authority,Independent Police Conduct Authority,Whaia te pono kia puawai ko te tika,0800503728,+6444992050,enquiries@ipca.govt.nz,http://www.ipca.govt.nz/,http://www.ipca.govt.nz/Site/contact/default.aspx,2020-07-29,,1 Grey Street,Wellington,6011,New Zealand,,PO Box 25221    ,Wellington,6146,New Zealand,Independent Crown entities,
infrastructure-commission,Infrastructure Commission (InC),Te Waihanga,,+6448897500,info@tewaihanga.govt.nz,https://tewaihanga.govt.nz/,https://tewaihanga.govt.nz/about-us/get-in-touch,2022-07-26,,95 Customhouse Quay,Wellington,6011,,,DX SX33303,Wellington,,,Autonomous crown entities,
inland-revenue,Inland Revenue,Te Tari Taake,0800775247,,,http://www.ird.govt.nz/,http://www.ird.govt.nz/contact-us/?idglobalnav,2021-04-09,,5 Osterley Way,Auckland,2104,New Zealand,,PO Box 39010,Lower Hutt,5045,,Public Service,
insolvency-and-trustee-service,Insolvency and Trustee Service,,0508467658,+6439622581,,http://www.insolvency.govt.nz,http://www.insolvency.govt.nz/cms/support/contact,2016-10-31,,,,,,,Private Bag 4714,Christchurch,8140,New Zealand,Public Service,ministry-of-business-innovation-and-employment
integrity-sport-and-recreation-commission,Integrity Sport and Recreation Commission,,,+6495820388,info@sportintegrity.nz,https://sportintegrity.nz/,https://sportintegrity.nz/organisation/contact-us/,2024-07-01,,666 Great South Road,Auckland,1051,New Zealand,,PO Box 17451,Auckland,1546,New Zealand,Independent Crown entities,
intellectual-property-office-of-new-zealand,Intellectual Property Office of New Zealand,,0508447669,+6439622607,info@iponz.govt.nz,http://www.iponz.govt.nz,https://www.iponz.govt.nz/contact-us/,2018-01-09,,15 Stout Street,Wellington,6011,New Zealand,,PO Box 9241,Wellington,6141,New Zealand,Public Service,ministry-of-business-innovation-and-employment
international-accreditation-new-zealand,International Accreditation New Zealand,,,+6495256655,info@ianz.govt.nz,http://www.ianz.govt.nz/,https://www.ianz.govt.nz/contact-us,2021-01-07,,626 Great South Road,Auckland,1051,New Zealand,,Private Bag 28908,Auckland,1541,New Zealand,Autonomous crown entities,accreditation-council
invercargill-city-council,Invercargill City Council,,0800422435,+6432111777,service@icc.govt.nz,http://www.icc.govt.nz/,http://icc.govt.nz/contact-icc/,2022-10-14,,101 Esk Street,Invercargill,9810,New Zealand,,Private Bag 90104,Invercargill,9840,New Zealand,City Council,
kaikoura-district-council,Kaikōura District Council,,,+6433195026,kdc@kaikoura.govt.nz,http://www.kaikoura.govt.nz/,http://www.kaikoura.govt.nz/contact-us/,2022-10-14,,96 West End,Kaikōura,,New Zealand,,PO Box 6,Kaikōura,7340,New Zealand,District Council,
kaipara-district-council,Kaipara District Council,Kaipara te Oranganui,0800727059,+6494393123,council@kaipara.govt.nz,http://www.kaipara.govt.nz/,http://www.kaipara.govt.nz/Contact+Us.html,2022-10-12,,42 Hokianga Road,Dargaville,0310,New Zealand,,Private Bag 1001,Dargaville,0340,New Zealand,District Council,
kapiti-coast-district-council,Kapiti Coast District Council,,0800486486,+6442964700,Kapiti.Council@kapiticoast.govt.nz,http://www.kapiticoast.govt.nz/,http://www.kapiticoast.govt.nz/Contact-Us/,2022-10-17,,175  Rimu Road,Paraparaumu,5032,New Zealand,,Private Bag 60601  ,Paraparaumu,5032,New Zealand,District Council,
kawerau-district-council,Kawerau District Council,Taonga o te Whenua,,+6473069009,office@kaweraudc.govt.nz,http://www.kaweraudc.govt.nz/,https://www.kaweraudc.govt.nz/contact-us,2022-10-17,,Ranfurly Court,Kawerau,3127,New Zealand,,Private Bag 1004  ,Kawerau,3169,New Zealand,District Council,
kiwirail,KiwiRail Holdings Limited,,0800801070,+6444983000,kiwirail@kiwirail.co.nz,http://www.kiwirail.co.nz/,http://www.kiwirail.co.nz/contact-us,2020-07-29,,Bunny Street,Wellington,,New Zealand,,PO Box 593,Wellington,6140,New Zealand,State-owned enterprises,
kordia-group-limited,Kordia Group Limited,,0800KORDIA,+6495517000,,http://www.kordia.co.nz/,https://kordia.co.nz/contact/,2020-07-29,,162 Victoria Street West,Auckland,1010,New Zealand,,PO Box 2495,Auckland,1140,New Zealand,State-owned enterprises,
land-information-new-zealand,Land Information New Zealand,Toitū Te Whenua,0800665463,+6479745595,customersupport@linz.govt.nz,http://www.linz.govt.nz,http://www.linz.govt.nz/about-linz/contact-us,2021-04-09,,155 The Terrace,Wellington,6011,New Zealand,,PO Box 5501,Wellington,6145,New Zealand,Public Service,
landcare-research-new-zealand-limited,Landcare Research New Zealand Limited,Manaaki Whenua,,+6433219999,webmaster@landcareresearch.co.nz,http://www.landcareresearch.co.nz/,https://www.landcareresearch.co.nz/contact-us-company/,2021-01-07,,Gerald Street,Lincoln,7608,New Zealand,,PO Box 69040,Lincoln,7640,New Zealand,Crown Research Institutes,
landcorp,Landcorp,,,+6443814050,enquiries@landcorp.co.nz,https://pamunewzealand.com/,https://pamunewzealand.com/contact,2020-07-29,,15 Allen Street,Wellington,6145,New Zealand,,PO Box 5349,Wellington,6145,New Zealand,State-owned enterprises,
law-commission,Law Commission,Te Aka Matua O Te Ture,,+6444733453,com@lawcom.govt.nz,http://www.lawcom.govt.nz/,http://www.lawcom.govt.nz/contact-us,2020-07-29,,70 The Terrace,Wellington,6011,New Zealand,,PO Box 2590,Wellington,6140,New Zealand,Independent Crown entities,
leadership-development-centre,Leadership Development Centre (LDC),,,+6444732222,info@ldc.govt.nz,https://www.ldc.govt.nz/,https://www.ldc.govt.nz/about-us/contact-us/,2021-11-01,,2 The Terrace,Wellington,6011,,,PO Box 329,Wellington,6140,,Public Service,public-service-commission
legal-aid-tribunal,Legal Aid Tribunal,,,+6444626660,tribunals@justice.govt.nz,http://www.justice.govt.nz/tribunals/legal-aid/,http://www.justice.govt.nz/tribunals/legal-aid/legal-aid-tribunal/contact/,2020-06-12,,86  Customhouse Quay,Wellington,6011,New Zealand,,Private Bag 32001  ,Wellington,6011,New Zealand,Public Service,
legislation-design-advisory-committee,Legislation Design and Advisory Committee,,,+6444729639,Contact.LDAC@pco.govt.nz,http://www.ldac.org.nz/,http://www.ldac.org.nz/contact/,2021-08-27,,,,,,,LDAC Secretary (Legal and Policy Adviser)  Parliamentary Counsel Office  PO Box 18 070,Wellington,6160,New Zealand,Statutory entities,
lincoln-university,Lincoln University,Te Whare Wanaka o Aoraki,0800106010,+6434230000,info@lincoln.ac.nz,http://www.lincoln.ac.nz/,http://www.lincoln.ac.nz/Contact-Us/,2020-07-29,,Ellesmere Junction Road/Springs Road,Canterbury,,New Zealand,,PO Box 85084,Canterbury,7647,New Zealand,Universities,
local-government-commission,Local Government Commission,Mana Kāwanatanga ā Rohe,,+6444602228,info@lgc.govt.nz,http://www.lgc.govt.nz/,http://www.lgc.govt.nz/commission-news-and-contact-information/contact-the-commission/,2021-08-25,,,,,,,PO Box 5362,Wellington,6140,New Zealand,Statutory entities,
mackenzie-district-council,Mackenzie District Council,,08006858514,+6436859010,info@mackenzie.govt.nz,http://www.mackenzie.govt.nz/,https://www.mackenzie.govt.nz/pages/contact,2022-10-17,,Main Street,Fairlie,7949,New Zealand,,PO Box 52,Fairlie,7949,New Zealand,District Council,
mana-mokopuna-children-and-young-peoples-commission,Mana Mokopuna - Children and Young People’s Commission,,0800224453,+6444711410,children@manamokopuna.org.nz,https://www.manamokopuna.org.nz/,https://www.manamokopuna.org.nz/media-contact/,2020-08-26,,110 Featherston Street,Wellington,,New Zealand,,PO Box 5610,Wellington,6145,New Zealand,Independent Crown entities,
manawatu-district-council,Manawatu District Council,,,+6463230000,public@mdc.govt.nz,http://www.mdc.govt.nz/,https://www.mdc.govt.nz/contact-us,2022-10-14,,135 Manchester Street,Feilding,4702,New Zealand,,Private Bag 10001,Feilding,4743,New Zealand,District Council,
manukau-institute-of-technology,Manukau Institute of Technology,Te Whare Takiura o Manukau,0800226262,+6499688000,info@manukau.ac.nz,http://www.manukau.ac.nz/,http://www.manukau.ac.nz/?a=124096,2020-08-03,,Corner East Tamaki Road and Newbury Street,Auckland,2241,New Zealand,,Private Bag 94006,,2241,New Zealand,Polytechnics/Institutes of technology,
maori-land-court,Māori Land Court,Te Kooti Whenua Māori,,+6449143102,mlcnationaloffice@justice.govt.nz,http://www.justice.govt.nz/courts/maori-land-court,http://www.justice.govt.nz/courts/maori-land-court/contact-us,2020-06-15,,141  The Terrace,Wellington,,New Zealand,,DX Box SX11203,Wellington,,New Zealand,Public Service,
maori-television,Māori Television Service,Te Aratuku Whakāta Irirangi Māori,,+6495397000,feedback@maoritelevision.com,http://www.maoritelevision.com/,http://www.maoritelevision.com/about/contact-us,2021-08-25,,433 East Tāmaki Road,Auckland,2013,New Zealand,,PO Box 64341,Auckland,2013,New Zealand,Other (bodies corporate),
maritime-new-zealand,Maritime New Zealand,Nō te rere moana Aotearoa,0508225522,+6444730111,enquiries@maritimenz.govt.nz,http://www.maritimenz.govt.nz,http://www.maritimenz.govt.nz/Contact-us/Contact-Maritime-New-Zealand.asp,2020-07-29,,1 Grey Street,Wellington,6011,New Zealand,,PO Box 25620,Wellington,6146,New Zealand,Crown agents,
marlborough-district-council,Marlborough District Council,,,+6435207400,mdc@marlborough.govt.nz,http://www.marlborough.govt.nz/,http://www.marlborough.govt.nz/Contact-Us.aspx,2022-10-14,,15  Seymour Street,Blenheim,7201,New Zealand,,PO Box 443  ,Blenheim,7240,New Zealand,District Council,
massey-university,Massey University,Te Kunenga Ki Pūrehuroa,0800627739,+6463505701,contact@massey.ac.nz,http://www.massey.ac.nz/,http://www.massey.ac.nz/massey/contact/,2020-07-29,,Tennent Drive,Palmerston North,,New Zealand,,Private Bag 11-222,Palmerston North,4442,New Zealand,Universities,
masterton-district-council,Masterton District Council,,,+6463706300,mdc@mstn.govt.nz,http://www.mstn.govt.nz/,https://mstn.govt.nz/fix-it-form/,2022-10-17,,161 Queen Street,Masterton,5810,New Zealand,,PO Box 444,Masterton,5840,New Zealand,District Council,
matamata-piako-district-council,Matamata-Piako District Council,,0800746467,+6478840060,,http://www.mpdc.govt.nz/,http://www.mpdc.govt.nz/our-council/contact-us,2022-10-14,,35 Kenrick Street,Te Aroha,3320,New Zealand,,PO Box 266,Te Aroha,3342,New Zealand,District Council,
medsafe,Medsafe,,+6448196800,,askmedsafe@moh.govt.nz,http://www.medsafe.govt.nz,http://www.medsafe.govt.nz/other/contact.asp,2020-06-12,,20 Aitken Street,Wellington,6011,New Zealand,,PO Box 5013,Wellington,6145,New Zealand,Public Service,
mental-health-and-wellbeing-commission,Mental Health and Wellbeing Commission,,,,kiaora@mhwc.govt.nz,https://www.mhwc.govt.nz/,,2021-07-07,,,,,,,DX Box SP22502,Wellington,,,Crown entities,
mercury-nz-limited,Mercury NZ Limited,,,093088200,service@mercury.co.nz,https://www.mercury.co.nz/,https://www.mercury.co.nz/help/contact-us.aspx,2021-06-24,,33 Broadway,Auckland,1142,New Zealand,,P O Box 90399,Auckland,1142,New Zealand,Mixed ownership model companies,
meridian-energy-limited,Meridian Energy Limited,,0800496496,+6448031824,info@meridianenergy.co.nz,http://www.meridianenergy.co.nz,https://www.meridianenergy.co.nz/your-home/contact-us-for-home,2017-10-13,,33 Customhouse Quay,Wellington,6011,New Zealand,,PO Box 10840,Wellington,6143,New Zealand,Mixed ownership model companies,
metservice,MetService,Te Ratonga Tirorangi,,+6444700700,enquiries@metservice.com,http://www.metservice.com,http://about.metservice.com/contact,2020-07-29,,"Level 2, 110 Featherston Street",Wellington,6012,New Zealand,,PO Box 722,Wellington,6140,New Zealand,State-owned enterprises,
ministry-for-culture-and-heritage,Ministry for Culture and Heritage,Manatū Taonga,,+6444994229,info@mch.govt.nz,http://www.mch.govt.nz,https://www.mch.govt.nz/about-us/contact-us,2025-01-24,,131-135 Lambton Quay,Wellington,6011,New Zealand,,PO Box 5364,Wellington,6140,,Public Service,
ministry-for-ethnic-communities,Ministry for Ethnic Communities,Te Tari Mātāwaka,0800656656,,info@ethniccommunities.govt.nz,https://www.ethniccommunities.govt.nz/,https://www.ethniccommunities.govt.nz/contact-us/,2021-07-09,,,,,,,,,,,Public Service,
ministry-for-pacific-peoples,Ministry for Pacific Peoples,Te Manatū mō Ngā Iwi o Te Moana-nui-a-Kiwa,,+6444734493,contact@mpp.govt.nz,https://www.mpp.govt.nz/,https://www.mpp.govt.nz/contact-us/,2020-08-17,,101-103 The Terrace,Wellington,6140,New Zealand,,PO Box 833,Wellington,6140,,Public Service,
ministry-for-primary-industries,Ministry for Primary Industries,Manatū Ahu Matua,0800008333,+6448940100,info@mpi.govt.nz,http://www.mpi.govt.nz,http://www.mpi.govt.nz/contact-us/,2021-04-09,,34-38 Bowen Street,Wellington,6011,New Zealand,,PO Box 2526,Wellington,6140,New Zealand,Public Service,
ministry-for-the-environment,Ministry for the Environment,Manatū Mō Te Taiao,0800499700,+6444397400,info@mfe.govt.nz,http://www.mfe.govt.nz,http://www.mfe.govt.nz/contact/,2020-07-29,,23  Kate Sheppard Place,Wellington,6011,New Zealand,,PO Box 10362,Wellington,6143,New Zealand,Public Service,
ministry-for-women,Ministry for Women,Manatū Wāhine,,+6449157112,info@women.govt.nz,https://women.govt.nz/,https://women.govt.nz/contact-us,2020-07-29,,22 The Terrace,Wellington,6011,New Zealand,,"PO Box 10 049  Level 9, Plan IT House  22 The Terrace",Wellington,6011,New Zealand,Public Service,
ministry-of-business-innovation-and-employment,"Ministry of Business, Innovation and Employment",Hikina Whakatutuki,,+6449011499,info@mbie.govt.nz,http://www.mbie.govt.nz,https://www.mbie.govt.nz/about/contact-us/,2021-04-09,,15 Stout Street,Wellington,6011,New Zealand,,PO Box 1473,Wellington,6140,New Zealand,Public Service,
ministry-of-defence,Ministry of Defence,Manatū Kaupapa Waonga,,+6444960999,info@defence.govt.nz,http://www.defence.govt.nz,http://www.defence.govt.nz/contact-us.html,2022-08-12,,34 Bowen Street,Wellington,6011,New Zealand,,PO Box 12703  Molesworth Street,Wellington,6144,New Zealand,Public Service,
ministry-of-education,Ministry of Education,Te Tāhuhu o Te Mātauranga,,+6444638000,enquiries.national@education.govt.nz,http://www.education.govt.nz,https://www.education.govt.nz/our-work/contact-us/,2021-10-20,,1 The Terrace,Wellington,6011,,,PO Box 1666  Wellington 6140,,,New Zealand,Public Service,
ministry-of-foreign-affairs-and-trade,Ministry of Foreign Affairs and Trade,Manatū Aorere,,+6444398000,,http://www.mfat.govt.nz,https://www.mfat.govt.nz/en/about-us/contact-us/,2021-04-09,,195 Lambton Quay,Wellington,6011,New Zealand,,Private Bag 18-901,Wellington,6160,New Zealand,Public Service,
ministry-of-health-manatu-hauora,Ministry of Health,Manatū Hauora,,+6444962000,info@health.govt.nz,http://www.health.govt.nz/,http://www.health.govt.nz/about-ministry/contact-us,2024-08-12,,133 Molesworth Street,Wellington,6011,,,PO Box 5013,Wellington,6140,,Public Service,
ministry-of-housing-and-urban-development,Ministry of Housing and Urban Development,,,,info@hud.govt.nz,https://www.hud.govt.nz/,,2021-07-07,,,,,,,PO Box 82,Wellington,6140,,Public Service,
ministry-of-justice,Ministry of Justice,Tāhū o te Ture,,+6449188800,contactus@justice.govt.nz,http://www.justice.govt.nz/,http://www.justice.govt.nz/contact-us,2024-05-08,,19  Aitken Street,Wellington,6011,New Zealand,,National Office  Ministry of Justice,Wellington,,,Public Service,
ministry-of-social-development,Ministry of Social Development,Te Manatū Whakahiato Ora,,+6449163300,information@msd.govt.nz,http://www.msd.govt.nz,http://www.msd.govt.nz/about-msd-and-our-work/contact-us/index.html,2024-11-07,,56 The Terrace,Wellington,6011,New Zealand,,PO Box 1556,Wellington,6140,,Public Service,
ministry-of-transport,Ministry of Transport,Te Manatū Waka,,+6444399000,info@transport.govt.nz,http://www.transport.govt.nz,http://www.transport.govt.nz/about/contactus/,2024-05-21,,318 Lambton Quay,Wellington,6011,New Zealand,,PO Box 3175,Wellington,6140,New Zealand,Public Service,
ministry-of-youth-development,Ministry of Youth Development,Te Manatū Whakahiato Taiohi,0508367693,+6449163300,mydinfo@myd.govt.nz,http://www.myd.govt.nz,http://www.myd.govt.nz/about-myd/contact-us/index.html,2016-10-31,,56 The Terrace,Wellington,6011,New Zealand,,PO Box 1556,Wellington,6140,New Zealand,Public Service,ministry-of-social-development
motor-vehicle-traders-register,Motor Vehicle Traders Register,,0508668678,+6439622704,,http://www.motortraders.med.govt.nz/,http://www.motortraders.med.govt.nz/cms/customer-support/contact-us,2016-10-31,,15 Stout Street,Wellington,6011,New Zealand,,PO Box 10-729,Wellington,6143,,Public Service,ministry-of-business-innovation-and-employment
